rva	size	donor	donor_rva	symbol	unit	evidence
0x0004a5e0	0x267	pol20	0x000a5900	int army::CanFit(int, int, int *)	SOURCE/FLY	graph:2;base=0.565743;margin=0.284408;shape=0.417;size=0.930;calls=1.000
0x0004a847	0x468	buka21	0x0004b21e	?ValidFlight@army@@QAEHHH@Z	SOURCE/FLY	graph:2;base=0.458791;margin=0.507880;shape=0.224;size=0.814;calls=1.000;alternate=pol20:int army::ValidFlight(int, int)@0x000a5b95
0x0004acd6	0x76a	pol20	0x0004bc55	void army::Walk(int, int, int)	SOURCE/ARMY	graph:2;base=0.402072;margin=0.049022;shape=0.223;size=0.641;calls=1.000
0x0004b440	0x1b8	pol20	0x0008fd50	void combatManager::constructor(void)	SOURCE/CMBTMGR	graph:2;base=0.640461;margin=0.236805;shape=0.650;size=0.995;calls=0.500
0x0004b5f8	0x138	buka21	0x00025f8f	?CombineGroups@combatManager@@QAEXPAVarmyGroup@@0@Z	SOURCE/CMBTMGR	graph:2;base=0.491936;margin=0.502339;shape=0.296;size=0.801;calls=1.000;alternate=pol20:void combatManager::CombineGroups(class armyGroup *, class armyGroup *)@0x0008ff0a
0x0004b730	0x3db	buka21	0x00026089	?SetupCombat@combatManager@@QAEXHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHH@Z	SOURCE/CMBTMGR	graph:2;base=0.451835;margin=0.439518;shape=0.448;size=0.718;calls=0.400;alternate=pol20:void combatManager::SetupCombat(int, int, class hero *, class armyGroup *, class town *, class hero *, class armyGroup *, int, int, int)@0x00090032
0x0004bb0b	0x40e	buka21	0x000269fe	?Open@combatManager@@UAEHH@Z	SOURCE/CMBTMGR	graph:1;base=0.748451;margin=0.311399;shape=0.506;size=0.976;calls=0.795;strings=PREBATTL.82M|cmbtmous.mse|cmbtwin.bin;alternate=pol20:int combatManager::Open(int);   // virtual [override (implements baseManager pure virtual)]@0x00090aa0
0x0004bf19	0x1ea	buka21	0x00026e25	?Close@combatManager@@UAEXXZ	SOURCE/CMBTMGR	graph:3;base=0.395151;margin=0.373062;shape=0.339;size=0.542;calls=0.800;alternate=pol20:void combatManager::Close(void);   // virtual [override (implements baseManager pure virtual)]@0x00090edf
0x0004cf6e	0x7b	pol20	0x000921c1	void combatManager::FreeIcons(void)	SOURCE/CMBTMGR	graph:2;base=0.377834;margin=0.078956;shape=0.429;size=0.421;calls=0.500
0x0004d270	0xdc	buka21	0x00028241	?FreeArmies@combatManager@@QAEXXZ	SOURCE/CMBTMGR	graph:2;base=0.478232;margin=0.494777;shape=0.264;size=0.859;calls=1.000;alternate=pol20:void combatManager::FreeArmies(void)@0x00092652
0x0004d422	0x1d9	buka21	0x0002848f	?CheckApplyGoodMorale@combatManager@@QAEXHH@Z	SOURCE/CMBTMGR	graph:3;base=0.635108;margin=0.421439;shape=0.300;size=0.934;calls=0.800;strings=goodmrle.82M;alternate=pol20:void combatManager::CheckApplyGoodMorale(int, int)@0x0009290f
0x0004d5fb	0x1c6	buka21	0x00028649	?CheckApplyBadMorale@combatManager@@QAEHHH@Z	SOURCE/CMBTMGR	graph:2;base=0.593667;margin=0.185214;shape=0.274;size=0.824;calls=0.800;strings=BADMRLE.82M;alternate=pol20:int combatManager::CheckApplyBadMorale(int, int)@0x00092afa
0x0004d7c1	0x209	buka21	0x000287bf	?GetNextArmy@combatManager@@QAEHH@Z	SOURCE/CMBTMGR	graph:3;base=0.362089;margin=0.657323;shape=0.226;size=0.622;calls=0.750;alternate=pol20:int combatManager::GetNextArmy(int)@0x00092cc7
0x0004da9d	0xd55	buka21	0x00029990	?KeepAttack@combatManager@@QAEXH@Z	SOURCE/CMBTMGR	graph:3;base=0.294892;margin=0.485427;shape=0.208;size=0.479;calls=0.586;alternate=pol20:void combatManager::CatAttack(int)@0x0009311f
0x0004e840	0xb8b	buka21	0x00028bb8	?CatAttack@combatManager@@QAEXH@Z	SOURCE/CMBTMGR	graph:2;base=0.441703;margin=0.144682;shape=0.241;size=0.834;calls=0.911;alternate=pol20:void combatManager::KeepAttack(int)@0x0009412d
0x0004f557	0x30	pol20	0x00094a7f	int ValidHex(int)	SOURCE/CMBTMGR	graph:2;base=0.613455;margin=0.513335;shape=0.545;size=0.889;calls=1.000
0x0004f640	0x72	buka21	0x00065bf0	@PollSound@0	SOURCE/KB	reviewed-anchor;alternate=pol20:@PollSound@0@0x00096450
0x0004f6b2	0x20	buka21	0x00065d05	?ForcePollSound@@YIXXZ	SOURCE/KB	reviewed-anchor;alternate=pol20:void ForcePollSound(void)@0x0009659e
0x0004f6d2	0x607	buka21	0x00065d1c	?InitMainClasses@@YIXXZ	SOURCE/KB	graph:2;base=0.512387;margin=0.755802;shape=0.400;size=0.925;calls=0.653;alternate=pol20:void InitMainClasses(void)@0x000965be
0x0004fcd9	0x36d	pol20	0x0009695c	void DeleteMainClasses(void)	SOURCE/KB	graph:1;base=0.774485;margin=0.558843;shape=0.875;size=0.953;calls=0.944
0x00050046	0x116	buka21	0x00066709	?EarlySetup@@YIHXZ	SOURCE/KB	graph:3;base=0.257149;margin=0.511941;shape=0.213;size=0.338;calls=0.600;alternate=pol20:int EarlySetup(void)@0x00096e21
0x0005015c	0xe22	buka21	0x00066767	?oldmain@@YIHXZ	SOURCE/KB	graph:10;base=0.460600;margin=1.304964;shape=0.248;size=0.679;calls=0.349;strings=advmice.mse|bigfont.fnt|kb.pal;alternate=pol20:void SmackManagerMain(void)@0x0000126d
0x00050fbc	0x288	buka21	0x00067ca8	?InterpretCommandLine@@YIHXZ	SOURCE/KB	graph:3;base=0.411656;margin=0.097857;shape=0.235;size=0.425;calls=0.316;strings=%s%s|.\DATA\
0x0005140e	0x1cb	pol20	0x000993e0	int RecruitHeroHandler(struct tag_message &)	SOURCE/KB	graph:3;base=0.639555;margin=0.848285;shape=0.585;size=0.926;calls=1.000
0x000516bf	0x1a	pol20	0x0009990c	char * GetMonsterName(int)	SOURCE/KB	graph:2;base=0.620250;margin=0.282175;shape=0.600;size=0.812;calls=1.000
0x000516d9	0xe6	buka21	0x00068d05	?GetMonsterCost@@YIXHQAH@Z	SOURCE/KB	graph:2;base=0.424205;margin=0.383727;shape=0.192;size=0.855;calls=1.000;alternate=pol20:void GetMonsterCost(int, int * const)@0x0009992c
0x000517bf	0x144	buka21	0x00068e12	?CanBuild@@YIHPAVtown@@H@Z	SOURCE/KB	graph:2;base=0.375672;margin=0.371383;shape=0.277;size=0.517;calls=1.000;alternate=pol20:int CanBuild(class town *, int)@0x00099a6c
0x00051903	0xce	buka21	0x00069085	?CanBuy@@YIHPAVtown@@H@Z	SOURCE/KB	graph:2;base=0.384626;margin=0.370647;shape=0.216;size=0.621;calls=1.000;alternate=pol20:int CanBuy(class town *, int)@0x00099d21
0x00051a31	0xf03	buka21	0x0006f5cb	?NormalDialog@@YIXPADHHHHHHHHH@Z	SOURCE/KB	graph:4;base=0.584669;margin=0.735146;shape=0.389;size=0.643;calls=0.689;strings=artifact.icn|bigfont.fnt|brcrest.icn;alternate=pol20:void game::ShowScenInfo(void)@0x000ba39c
0x00052934	0x6b	buka21	0x00070d22	?UpdateNormalDialog@@YIXPAD@Z	SOURCE/KB	graph:2;base=0.563703;margin=0.348381;shape=0.417;size=0.972;calls=1.000;alternate=pol20:void UpdateNormalDialog(char *)@0x000a2565
0x0005299f	0x1c5	buka21	0x00069180	?WaitHandler@@YIHAAUtag_message@@@Z	SOURCE/KB	graph:2;base=0.445743;margin=0.444520;shape=0.204;size=0.951;calls=0.688;alternate=pol20:int WaitHandler(struct tag_message &)@0x00099e81
0x00052c94	0x16c	buka21	0x00069734	?PlayerDead@@YIXH@Z	SOURCE/KB	graph:2;base=0.488269;margin=0.466685;shape=0.274;size=0.981;calls=0.750;alternate=pol20:void PlayerDead(int)@0x0009a52f
0x00052f8a	0x1ea	buka21	0x0006f115	?ReceiveRemotePlayerExit@@YIXUSPlayerExit@@@Z	SOURCE/KB	graph:4;base=0.368727;margin=0.249960;shape=0.192;size=0.687;calls=0.800;alternate=pol20:void ReceiveRemotePlayerExit(struct SPlayerExit)@0x000a07e3
0x00053174	0x7d4	buka21	0x00069899	?CheckEndGame@@YIXHH@Z	SOURCE/KB	graph:4;base=0.237398;margin=0.276870;shape=0.229;size=0.353;calls=0.309;alternate=pol20:void CheckEndGame(int, int)@0x0009a6c1
0x00053948	0x95	buka21	0x0006aec9	?QuickViewWait@@YIXXZ	SOURCE/KB	graph:4;base=0.435968;margin=0.219505;shape=0.250;size=0.859;calls=0.600;alternate=pol20:void QuickViewWait(void)@0x0009c07c
0x000539dd	0x1cb	buka21	0x0006af49	?InitVars@@YIXXZ	SOURCE/KB	graph:2;base=0.679533;margin=0.555045;shape=0.387;size=0.991;calls=0.692;strings=mnuAdv|mnuCmbt|mnuDflt;alternate=pol20:void InitVars(void)@0x0009c111
0x00053ba8	0x450	buka21	0x0006b118	?ShowMoraleInfo@game@@QAEXPAVhero@@H@Z	SOURCE/KB	graph:3;base=0.469331;margin=0.613523;shape=0.400;size=0.774;calls=0.649;alternate=pol20:void game::ShowMoraleInfo(class hero *, int)@0x0009c312
0x00053ff8	0x1f7	buka21	0x0006b6ab	?ShowLuckInfo@game@@QAEXPAVhero@@H@Z	SOURCE/KB	graph:2;base=0.456267;margin=0.157936;shape=0.493;size=0.606;calls=0.556;alternate=pol20:void game::ShowLuckInfo(class hero *, int)@0x0009c92d
0x000541ef	0x70	buka21	0x0006b9e9	?ClearMapExtra@@YIXXZ	SOURCE/KB	graph:2;base=0.346927;margin=0.308030;shape=0.268;size=0.651;calls=0.333
0x000542ed	0x3d2	buka21	0x0006bb0e	?AddScoreToHighScore@@YIHHHHHPAD@Z	SOURCE/KB	graph:2;base=0.701795;margin=0.122445;shape=0.377;size=0.950;calls=0.929;strings=%sCAMPAIGN.HS|%sSTANDARD.HS|.\DATA\;alternate=pol20:int AddScoreToHighScore(int, int, int, int, char *)@0x0009ce14
0x000546bf	0x5b	buka21	0x0006bf13	?BVResMsg@@YIXPADHH@Z	SOURCE/KB	graph:2;base=0.598508;margin=0.532475;shape=0.481;size=0.968;calls=1.000;alternate=pol20:void BVResMsg(char *, int, int)@0x0009d2c0
0x00054781	0xda	buka21	0x0006bfcd	?WaitForOtherPlayer@@YIHXZ	SOURCE/KB	graph:2;base=0.581419;margin=0.608732;shape=0.409;size=0.995;calls=1.000;alternate=pol20:int WaitForOtherPlayer(void)@0x0009d3a7
0x0005485b	0x6f4	buka21	0x0006c0a6	?PopNetBox@@YIXPADH@Z	SOURCE/KB	graph:2;base=0.593152;margin=0.055238;shape=0.393;size=0.624;calls=0.688;strings=netbox.bin;alternate=pol20:void PopNetBox(char *, int)@0x0009d4a6
0x00054f8a	0x14f	buka21	0x0006cc61	?ShutDown@@YIXPAD@Z	SOURCE/KB	graph:3;base=0.466886;margin=0.632520;shape=0.403;size=0.708;calls=0.667;alternate=pol20:void ShutDown(char *)@0x0009e0f2
0x000550d9	0x4a	buka21	0x0006ce3a	?FileError@@YIXPAD@Z	SOURCE/KB	graph:3;base=0.316461;margin=0.125092;shape=0.216;size=0.484;calls=0.500;alternate=pol20:void FileError(char *)@0x0009e306
0x00055123	0x3be	buka21	0x0007bda1	?Overview@game@@QAEXXZ	SOURCE/Overview	graph:4;base=0.482449;margin=0.238001;shape=0.359;size=0.797;calls=0.763;alternate=pol20:void game::Overview(void)@0x00009e89
0x000554e1	0xb1	buka21	0x0006d4bb	?CongratsWait@@YIXXZ	SOURCE/KB	graph:2;base=0.447463;margin=0.065171;shape=0.300;size=0.684;calls=1.000;alternate=pol20:void CongratsWait(void)@0x0009e900
0x00055592	0x1c7	buka21	0x000c05e0	?GetDataEntry@@YIXPAD0H0HH@Z	BASE/Misc	graph:4;base=0.539849;margin=0.107093;shape=0.475;size=0.405;calls=0.500;strings=advmice.mse;alternate=pol20:int advManager::ControlPanel(void)@0x0006ab9a
0x00055759	0x1d9	buka21	0x000c0a50	?DataEntryWindowHandler@@YIHAAUtag_message@@@Z	BASE/Misc	graph:3;base=0.541945;margin=0.542007;shape=0.356;size=0.935;calls=1.000;alternate=pol20:int SplitArmyHandler(struct tag_message &)@0x00019e8c
0x00055932	0x51	buka21	0x0006d534	?LoadPlaySample@@YIPAVsample@@PAD@Z	SOURCE/KB	graph:6;base=0.524829;margin=1.189024;shape=0.423;size=0.802;calls=1.000;alternate=pol20:struct SAMPLE2 LoadPlaySample(char *)@0x0009e999
0x00055983	0x8a	buka21	0x0006d575	?WaitEndSample@@YIXPAPAVsample@@H@Z	SOURCE/KB	graph:2;base=0.479563;margin=0.490944;shape=0.207;size=0.957;calls=1.000;alternate=pol20:void WaitEndSample(struct SAMPLE2, int)@0x0009e9ed
0x00055a0d	0x7b	buka21	0x0006d5f9	?MemError@@YIXXZ	SOURCE/KB	graph:4;base=0.499168;margin=0.828160;shape=0.176;size=0.610;calls=1.000;strings=Out of Memory;alternate=pol20:void MemError(void)@0x0009ea7c
0x00055c40	0x54	pol20	0x0009eb4e	void UnloadSystemwideIcons(void)	SOURCE/KB	graph:2;base=0.691587;margin=0.227653;shape=1.000;size=0.595;calls=0.500
0x00055c94	0x10	pol20	0x0009eb80	void EarlyShutDownSystem(void)	SOURCE/KB	graph:1;base=1.000000;margin=0.200000;normalized-instructions
0x00055d22	0x629	buka21	0x0006d715	?HandleAppSpecificMenuCommands@@YIHH@Z	SOURCE/KB	graph:4;base=0.410709;margin=0.595745;shape=0.257;size=0.699;calls=0.542;alternate=pol20:int HandleAppSpecificMenuCommands(int)@0x0009ec05
0x00056702	0x99	pol20	0x0009f92d	void CleanUpMenus(void)	SOURCE/KB	unique-normalized
0x000567f0	0x164	buka21	0x000ac6e0	?DoTradingPost@@YIXHM@Z	SOURCE/tradpost	graph:2;base=0.511421;margin=0.057302;shape=0.391;size=0.883;calls=0.600;alternate=pol20:void DoTradingPost(int, float)@0x000bf340
0x00056954	0x190	buka21	0x00092504	?SetupBaud@game@@QAEHXZ	SOURCE/SETUP	graph:2;base=0.648115;margin=0.123105;shape=0.395;size=0.777;calls=0.833;strings=stpbaud.bin;alternate=pol20:int game::SetupBaud(void)@0x00010ebf
0x00056ae4	0x222	buka21	0x0009263b	?SetupComPort@game@@QAEHXZ	SOURCE/SETUP	graph:3;base=0.646978;margin=0.131942;shape=0.348;size=0.872;calls=0.750;strings=stpcom.bin;alternate=pol20:int game::SetupComPort(void)@0x00011000
0x00056d06	0x15d	buka21	0x00092817	?SetupHotSeatGame@game@@QAEHXZ	SOURCE/SETUP	graph:3;base=0.510359;margin=0.105262;shape=0.279;size=0.627;calls=0.545;strings=stphotst.bin;alternate=pol20:int game::SetupHotSeatGame(void)@0x00011200
0x00056e63	0x133	buka21	0x00092a44	?SetupNetworkGame@game@@QAEHXZ	SOURCE/SETUP	graph:2;base=0.778953;margin=0.116684;shape=0.550;size=0.938;calls=1.000;strings=stpnet.bin;alternate=pol20:int game::SetupNetworkGame(void)@0x00011438
0x00056f96	0x333	buka21	0x00092de5	?SetupModemGame@game@@QAEHXZ	SOURCE/SETUP	graph:2;base=0.697331;margin=0.184673;shape=0.396;size=0.996;calls=0.720;strings=stpdc.bin|stpdccfg.bin|stpmcfg.bin;alternate=pol20:int game::SetupModemGame(void)@0x00011795
0x000572c9	0x218	buka21	0x00093115	?SetupMultiPlayerGame@game@@QAEHXZ	SOURCE/SETUP	graph:2;base=0.675100;margin=0.160042;shape=0.444;size=0.973;calls=0.529;strings=stpmp.bin;alternate=pol20:int game::SetupMultiPlayerGame(void)@0x00011aac
0x000574e1	0x486	buka21	0x0009333c	?SetupGame@game@@QAEHXZ	SOURCE/SETUP	graph:2;base=0.562612;margin=0.099660;shape=0.292;size=0.808;calls=0.357;strings=stpnewgm.bin;alternate=pol20:void DoHeroSplit(int, int)@0x0006ff31
0x00057967	0x1e7	buka21	0x000938d5	?PickLoadGame@game@@QAEHXZ	SOURCE/SETUP	graph:3;base=0.594268;margin=0.566491;shape=0.333;size=0.748;calls=0.722;strings=.\GAMES\;alternate=pol20:int game::PickLoadGame(void)@0x000123cc
0x00058520	0x8d	pol20	0x000a3080	void RemoteCleanup(void)	SOURCE/REMOTE	graph:3;base=0.300148;margin=0.674625;shape=0.273;size=0.360;calls=0.400
0x00058621	0x7b	buka21	0x000c0350	?FileSize@@YIJPAD@Z	BASE/Misc	graph:2;base=0.520837;margin=0.283794;shape=0.324;size=0.935;calls=1.000
0x0005869c	0x27a	buka21	0x00072ca0	?ModemSetup@@YIXH@Z	SOURCE/Modem	graph:4;base=0.387701;margin=0.229361;shape=0.196;size=0.795;calls=0.591;alternate=pol20:void ModemSetup(int)@0x0000c8f0
0x00058aad	0x162	buka21	0x0008d93c	?DecodePacket@@YIHPAEH@Z	SOURCE/REMOTE	graph:2;base=0.496845;margin=0.356674;shape=0.447;size=0.760;calls=0.750;alternate=pol20:int DecodePacket(unsigned char *, int)@0x000a3aa7
0x00058c0f	0x141	buka21	0x0008da49	?SendRemoteData@@YIHPAE0HH@Z	SOURCE/REMOTE	graph:3;base=0.468075;margin=0.614352;shape=0.312;size=0.933;calls=0.500;alternate=pol20:int SendRemoteData(unsigned char *, unsigned char *, int, int)@0x000a3be1
0x00058d50	0xf4	buka21	0x0008dba1	?ReceiveRemoteData@@YIHPAE0H@Z	SOURCE/REMOTE	graph:3;base=0.404111;margin=0.668725;shape=0.214;size=0.850;calls=0.500;alternate=pol20:int ReceiveRemoteData(unsigned char *, unsigned char *, int)@0x000a3d6f
0x00058e44	0x194	buka21	0x00073830	?InitNetHost@@YICXZ	SOURCE/Netbios	graph:2;base=0.405636;margin=0.349549;shape=0.179;size=0.703;calls=1.000;alternate=pol20:signed char InitNetHost(void)@0x000132f0
0x00058fd8	0x1f1	buka21	0x0007394c	?InitNetGuest@@YICXZ	SOURCE/Netbios	graph:2;base=0.423322;margin=0.095753;shape=0.173;size=0.829;calls=0.833;alternate=pol20:signed char InitNetGuest(void)@0x00013445
0x00059267	0x101	buka21	0x00073b23	?WaitForGuest@@YICXZ	SOURCE/Netbios	graph:2;base=0.465490;margin=0.416814;shape=0.321;size=0.696;calls=1.000;alternate=pol20:signed char WaitForGuest(void)@0x0001364f
0x00059368	0x1c8	buka21	0x00073bd6	?nbnet_init@@YIHXZ	SOURCE/Netbios	graph:2;base=0.412852;margin=0.048839;shape=0.173;size=0.868;calls=0.824
0x00059627	0xa5	buka21	0x00072e98	?Dial@@YIJXZ	SOURCE/Modem	graph:3;base=0.658408;margin=0.279474;shape=0.349;size=0.861;calls=1.000;strings=%s %s|ATDT%s|CONNECT;alternate=pol20:long int Dial(void)@0x0000cb3e
0x000596cc	0x5d	buka21	0x00072f26	?Wait@@YIJXZ	SOURCE/Modem	graph:3;base=0.520648;margin=0.735557;shape=0.143;size=0.710;calls=1.000;strings=CONNECT|RING;alternate=pol20:long int Wait(void)@0x0000cbdc
0x00059729	0x71	buka21	0x00072f68	?GUIModemCommand@@YIXPAD0@Z	SOURCE/Modem	graph:3;base=0.504929;margin=0.542655;shape=0.294;size=0.956;calls=1.000;alternate=pol20:void GUIModemCommand(char *, char *)@0x0000cc30
0x0005979a	0x94	buka21	0x00072fd4	?GUIModemCommandExec@@YICXZ	SOURCE/Modem	graph:2;base=0.478276;margin=0.078716;shape=0.283;size=0.851;calls=1.000;alternate=pol20:signed char GUIModemCommandExec(void)@0x0000cca9
0x0005989a	0x7a	buka21	0x000730b3	?GUIModemResponse@@YICPAD0@Z	SOURCE/Modem	graph:4;base=0.487980;margin=0.528115;shape=0.250;size=0.959;calls=1.000;alternate=pol20:signed char GUIModemResponse(char *, char *)@0x0000cdcc
0x00059914	0xe2	buka21	0x00073128	?GUIModemResponseExec@@YICXZ	SOURCE/Modem	graph:2;base=0.623720;margin=0.638042;shape=0.611;size=0.792;calls=1.000;alternate=pol20:signed char GUIModemResponseExec(void)@0x0000ce4e
0x00059a21	0x47	pol20	0x0000cf7e	int read_byte(void)	SOURCE/Modem	graph:2;base=0.690383;margin=0.627817;shape=0.655;size=1.000;calls=1.000
0x00059a8c	0x2c0	buka21	0x0007326c	?Connect@@YIXXZ	SOURCE/Modem	graph:2;base=0.591174;margin=0.244003;shape=0.392;size=0.585;calls=0.933;strings=ID%s_%i;alternate=pol20:void Connect(void)@0x0000cfec
0x00059d4c	0x316	buka21	0x00073408	?WaitForDirectConnect@@YIHXZ	SOURCE/Modem	graph:4;base=0.592752;margin=0.888123;shape=0.373;size=0.613;calls=0.929;strings=ID%s_%i;alternate=pol20:int WaitForDirectConnect(void)@0x0000d1a7
0x0005a062	0x109	buka21	0x000735ec	?ReadPacket@@YIDXZ	SOURCE/Modem	graph:2;base=0.530036;margin=0.483413;shape=0.466;size=0.966;calls=0.333;alternate=pol20:char ReadPacket(void)@0x0000d3b8
0x0005a16b	0xdc	buka21	0x000736ec	?WriteModemPacket@@YIXPADH@Z	SOURCE/Modem	graph:2;base=0.395642;margin=0.361596;shape=0.175;size=0.824;calls=0.667;alternate=pol20:void WriteModemPacket(char *, int)@0x0000d4df
0x0005a247	0x231	buka21	0x0008dcc0	?TransmitRemoteData@@YIHPADHHCCCC@Z	SOURCE/REMOTE	graph:5;base=0.560856;margin=1.192457;shape=0.450;size=0.831;calls=1.000;alternate=pol20:int TransmitRemoteData(char *, int, int, signed char, signed char, signed char, signed char)@0x000a3ec7
0x0005a478	0x10c	buka21	0x0008de92	?GetRemoteData@@YIPADC@Z	SOURCE/REMOTE	graph:5;base=0.517569;margin=0.974708;shape=0.366;size=0.825;calls=1.000;alternate=pol20:char * GetRemoteData(signed char)@0x000a40e1
0x0005a584	0x4fe	buka21	0x0008df6f	?PollRemote@@YIXXZ	SOURCE/REMOTE	reviewed-anchor;alternate=pol20:void PollRemote(void)@0x000a41ec
0x0005aa82	0x15e	buka21	0x0008e5d3	?TransmitAndWait@@YIHPADHHCCPAPAD@Z	SOURCE/REMOTE	graph:2;base=0.561659;margin=0.362301;shape=0.477;size=0.829;calls=1.000;alternate=pol20:int TransmitAndWait(char *, int, int, signed char, signed char, char * *)@0x000a48e0
0x0005ac48	0x2a	pol20	0x00013f01	void townManager::constructor(void)	SOURCE/TOWNMGR	graph:2;base=0.673365;margin=0.193747;shape=0.941;size=0.404;calls=1.000
0x0005ace4	0x975	buka21	0x00094769	?SmackManagerMain@@YIXXZ	SOURCE/SMACKMGR	graph:5;base=0.505033;margin=0.296601;shape=0.261;size=0.541;calls=0.677;strings=%s%s;alternate=pol20:int oldmain(void)@0x00096e98
0x0005b6f0	0x14e	buka21	0x00070e30	_WinMain@16	SOURCE/kbwin	graph:2;base=0.651055;margin=0.328202;shape=0.658;size=0.820;calls=1.000;alternate=pol20:_WinMain@16@0x0001bce0
0x0005b83e	0x2d6	buka21	0x00070f42	?AppInit@@YIHPAX0HPAD@Z	SOURCE/kbwin	graph:1;base=0.682496;margin=0.205177;shape=0.345;size=0.971;calls=0.867;strings=Heroes|hInstApp;alternate=pol20:int AppInit(void *, void *, int, char *)@0x0001be26
0x0005bb14	0x31	pol20	0x0001c15f	int AppIdle(void)	SOURCE/kbwin	unique-normalized
0x0005bb45	0x617	buka21	0x00071248	?AppWndProc@@YGJPAXIIJ@Z	SOURCE/kbwin	graph:3;base=0.508573;margin=0.535153;shape=0.364;size=0.977;calls=0.857;alternate=pol20:long int AppWndProc(void *, unsigned int, unsigned int, long int)@0x0001c190
0x0005c15c	0x90	buka21	0x00071883	?AppAbout@@YGHPAXIIJ@Z	SOURCE/kbwin	reviewed-anchor;alternate=pol20:int AppAbout(void *, unsigned int, unsigned int, long int)@0x0001c70e
0x0005c1ec	0x1a	pol20	0x0001c79e	void AppExit(void)	SOURCE/kbwin	graph:2;base=1.000000;margin=0.964231;normalized-instructions
0x0005c206	0xca	buka21	0x000718f9	?Process1WindowsMessage@@YIXXZ	SOURCE/kbwin	graph:2;base=0.631126;margin=0.664983;shape=0.634;size=0.797;calls=1.000;alternate=pol20:void Process1WindowsMessage(void)@0x0001c7b8
0x0005c2d0	0x127	buka21	0x0007199a	?ResizeWindow@@YIXHHHH@Z	SOURCE/kbwin	graph:4;base=0.562416;margin=0.918799;shape=0.364;size=0.993;calls=1.000;alternate=pol20:void ResizeWindow(int, int, int, int)@0x0001c880
0x0005c3f7	0x185	buka21	0x00071abf	?AppCommand@@YIJPAXIIJ@Z	SOURCE/kbwin	graph:2;base=0.642433;margin=0.651384;shape=0.267;size=0.907;calls=1.000;strings=HEROES;alternate=pol20:long int AppCommand(void *, unsigned int, unsigned int, long int)@0x0001c9c7
0x0005c57c	0xd0	pol20	0x0001cb5e	void UpdateDfltMenu(void *)	SOURCE/kbwin	graph:2;base=0.711032;margin=0.715200;shape=0.719;size=0.967;calls=1.000
0x0005c64c	0xaa	buka21	0x00071cd1	?KBChangeMenu@@YIXPAX@Z	SOURCE/kbwin	graph:2;base=0.545069;margin=0.304682;shape=0.429;size=0.841;calls=1.000;alternate=pol20:void KBChangeMenu(void *)@0x0001cc35
0x0005c6f6	0x135	buka21	0x00071d60	?SetMenuStatus@@YIXH@Z	SOURCE/kbwin	graph:2;base=0.517140;margin=0.517010;shape=0.323;size=0.903;calls=1.000;alternate=pol20:void SetMenuStatus(int)@0x0001cce1
0x0005c82b	0x79	buka21	0x00071e77	?SetNoDialogMenus@@YIXH@Z	SOURCE/kbwin	graph:2;base=0.510874;margin=0.487078;shape=0.429;size=0.686;calls=1.000;alternate=pol20:void SetNoDialogMenus(int)@0x0001ce3d
0x0005c8a4	0x15a	pol20	0x0001ceb8	void SetMenus(void *, int)	SOURCE/kbwin	graph:1;base=0.747080;margin=0.423148;shape=0.778;size=0.997;calls=1.000
0x0005cba1	0x20d	buka21	0x000be340	?ReadPrefsFromFile@@YIXXZ	BASE/Misc	graph:2;base=0.386222;margin=0.169975;shape=0.354;size=0.387;calls=1.000
0x0005cdae	0x523	buka21	0x000be410	?ReadPrefsFromRegistry@@YIXXZ	BASE/Misc	graph:2;base=0.485024;margin=0.053572;shape=0.480;size=0.596;calls=0.719
0x0005d75a	0x4c5	buka21	0x000bf370	?SetupCDDrive@@YIHXZ	BASE/Misc	graph:3;base=0.630488;margin=0.175302;shape=0.432;size=0.707;calls=0.692;strings=%c:%s
0x0005dc1f	0x7c	buka21	0x0006f4ca	?SetWinText@@YIXPAVheroWindow@@H@Z	SOURCE/KB	graph:2;base=0.447557;margin=0.235076;shape=0.180;size=0.912;calls=1.000;alternate=pol20:void SetWinText(class heroWindow *, int)@0x000a0c76
0x0005dc9b	0x16	buka21	0x00071ff8	?KBTickCount@@YIJXZ	SOURCE/kbwin	reviewed-anchor;alternate=pol20:long int KBTickCount(void)@0x0001d011
0x0005dcb1	0x63	buka21	0x000bde90	?ProcessAssert@@YIXHPADH@Z	BASE/Misc	graph:2;base=0.598916;margin=0.432613;shape=0.279;size=0.853;calls=0.600;strings=Assert Failure;alternate=pol20:void ProcessAssert(int, char *, int)@0x000c47f0
0x0005dd14	0x65	buka21	0x000bdf90	?FindToken@@YIPADPADD@Z	BASE/Misc	graph:2;base=0.488084;margin=0.208142;shape=0.271;size=0.851;calls=1.000
0x0005dd79	0x67	buka21	0x000bdff0	?FindLastToken@@YIPADPADD@Z	BASE/Misc	graph:3;base=0.464330;margin=0.413690;shape=0.250;size=0.835;calls=1.000
0x0005dde0	0x1f1a	buka21	0x0003b640	?DoEvent@advManager@@QAEXPAVmapCell@@HH@Z	SOURCE/EVENTS	graph:2;base=0.400929;margin=0.083641;shape=0.269;size=0.325;calls=0.342;strings=%s %s|thiefwin.bin;alternate=pol20:void advManager::DoEvent(class mapCell *, int, int)@0x000a8530
